"","road","unit","transect","point","year","date","species","time_int","distance","dist_cat","flyover","display","count","id"
"1822","KOUG","K2","T7",10,2021,"4-Jun-21","FOSP",3,NA,101,"N","",1,"KOUG_K2_T7_10"
"1823","KOUG","K2","T7",10,2021,"4-Jun-21","FOSP",5,NA,101,"N","",1,"KOUG_K2_T7_10"
"1824","KOUG","K2","T7",10,2021,"4-Jun-21","CORE",7,NA,101,"N","",1,"KOUG_K2_T7_10"
"1825","KOUG","K2","T7",10,2021,"4-Jun-21","ATSP",8,NA,1,"N","",1,"KOUG_K2_T7_10"
"1826","KOUG","K2","T7",10,2021,"4-Jun-21","WCSP",8,NA,101,"N","",1,"KOUG_K2_T7_10"
"1827","KOUG","K2","T7",14,2021,"4-Jun-21","GWFG",0,NA,1,"Y","Y",4,"KOUG_K2_T7_14"
"1828","KOUG","K2","T7",14,2021,"4-Jun-21","WISN",4,300,NA,"N","",1,"KOUG_K2_T7_14"
"1829","KOUG","K2","T7",14,2021,"4-Jun-21","CORE",5,NA,101,"N","",1,"KOUG_K2_T7_14"
"1830","KOUG","K2","T7",14,2021,"4-Jun-21","CORE",6,NA,101,"N","",1,"KOUG_K2_T7_14"
"1831","KOUG","K2","T7",14,2021,"4-Jun-21","SONG",8,NA,101,"N","",1,"KOUG_K2_T7_14"
"1832","KOUG","K2","T7",11,2021,"4-Jun-21","ATSP",4,NA,1,"N","",1,"KOUG_K2_T7_11"
"1833","KOUG","K2","T7",15,2021,"4-Jun-21","WIWA",0,NA,1,"N","",1,"KOUG_K2_T7_15"
"1834","KOUG","K2","T7",15,2021,"4-Jun-21","WIWA",0,NA,1,"N","",1,"KOUG_K2_T7_15"
"1835","KOUG","K2","T7",15,2021,"4-Jun-21","NOWA",0,NA,1,"N","",1,"KOUG_K2_T7_15"
"1836","KOUG","K2","T7",15,2021,"4-Jun-21","WCSP",0,NA,1,"N","",1,"KOUG_K2_T7_15"
"1837","KOUG","K2","T7",15,2021,"4-Jun-21","SAVS",1,NA,1,"N","",1,"KOUG_K2_T7_15"
"1838","KOUG","K2","T7",15,2021,"4-Jun-21","FOSP",2,NA,1,"N","",1,"KOUG_K2_T7_15"
"1839","KOUG","K2","T7",15,2021,"4-Jun-21","ATSP",2,NA,1,"N","",1,"KOUG_K2_T7_15"
"1840","KOUG","K2","T7",15,2021,"4-Jun-21","SAVS",2,NA,1,"N","",1,"KOUG_K2_T7_15"
"1841","KOUG","K2","T7",15,2021,"4-Jun-21","CANG",6,350,NA,"N","",4,"KOUG_K2_T7_15"
"1842","KOUG","K2","T7",18,2021,"4-Jun-21","LTJA",4,281,NA,"N","",1,"KOUG_K2_T7_18"
"1843","KOUG","K2","T7",18,2021,"4-Jun-21","WHIM",4,144,NA,"N","",1,"KOUG_K2_T7_18"
"1844","KOUG","K2","T7",16,2021,"4-Jun-21","CORA",9,300,NA,"Y","Y",1,"KOUG_K2_T7_16"
"1845","COUN","C1","T20",21,2021,"7-Jun-21","GCSP",0,NA,101,"N","",1,"COUN_C1_T20_21"
"1846","COUN","C1","T20",21,2021,"7-Jun-21","CORE",0,NA,1,"Y","Y",1,"COUN_C1_T20_21"
"1847","COUN","C1","T20",21,2021,"7-Jun-21","NOWA",0,NA,101,"N","",1,"COUN_C1_T20_21"
"1848","COUN","C1","T20",21,2021,"7-Jun-21","GCTH",0,NA,101,"N","",1,"COUN_C1_T20_21"
"1849","COUN","C1","T20",21,2021,"7-Jun-21","GCTH",1,NA,101,"N","",1,"COUN_C1_T20_21"
"1850","COUN","C1","T20",21,2021,"7-Jun-21","CORE",2,NA,101,"Y","Y",1,"COUN_C1_T20_21"
"1851","COUN","C1","T20",21,2021,"7-Jun-21","YEWA",3,NA,101,"N","",1,"COUN_C1_T20_21"
"1852","COUN","C1","T20",21,2021,"7-Jun-21","GCTH",4,NA,101,"N","",1,"COUN_C1_T20_21"
"1853","COUN","C1","T20",21,2021,"7-Jun-21","WATA",5,280,NA,"N","",1,"COUN_C1_T20_21"
"1854","COUN","C1","T20",21,2021,"7-Jun-21","FOSP",5,NA,101,"N","",1,"COUN_C1_T20_21"
"1855","COUN","C1","T20",21,2021,"7-Jun-21","GCSP",9,NA,101,"N","",1,"COUN_C1_T20_21"
"1856","COUN","C1","T20",17,2021,"7-Jun-21","CORE",0,NA,101,"Y","Y",1,"COUN_C1_T20_17"
"1857","COUN","C1","T20",17,2021,"7-Jun-21","SAVS",0,NA,1,"N","",1,"COUN_C1_T20_17"
"1858","COUN","C1","T20",17,2021,"7-Jun-21","GCSP",0,NA,1,"N","",1,"COUN_C1_T20_17"
"1859","COUN","C1","T20",17,2021,"7-Jun-21","SAVS",0,NA,1,"N","",1,"COUN_C1_T20_17"
"1860","COUN","C1","T20",17,2021,"7-Jun-21","GCSP",1,NA,101,"N","",1,"COUN_C1_T20_17"
"1861","COUN","C1","T20",17,2021,"7-Jun-21","GCTH",1,NA,101,"N","",1,"COUN_C1_T20_17"
"1862","COUN","C1","T20",17,2021,"7-Jun-21","CORE",2,NA,1,"Y","Y",2,"COUN_C1_T20_17"
"1863","COUN","C1","T20",17,2021,"7-Jun-21","SAVS",4,NA,1,"N","",1,"COUN_C1_T20_17"
"1864","COUN","C1","T20",17,2021,"7-Jun-21","GCSP",5,NA,101,"N","",1,"COUN_C1_T20_17"
"1865","COUN","C1","T20",12,2021,"7-Jun-21","SAVS",0,NA,1,"N","",1,"COUN_C1_T20_12"
"1866","COUN","C1","T20",12,2021,"7-Jun-21","GCSP",0,NA,101,"N","",1,"COUN_C1_T20_12"
"1867","COUN","C1","T20",12,2021,"7-Jun-21","GCSP",1,NA,1,"N","",1,"COUN_C1_T20_12"
"1868","COUN","C1","T20",12,2021,"7-Jun-21","WISN",2,200,NA,"Y","Y",1,"COUN_C1_T20_12"
"1869","COUN","C1","T20",12,2021,"7-Jun-21","SAVS",3,NA,1,"N","",1,"COUN_C1_T20_12"
"1870","COUN","C1","T20",12,2021,"7-Jun-21","CORE",5,NA,1,"Y","Y",1,"COUN_C1_T20_12"
"1871","COUN","C1","T20",12,2021,"7-Jun-21","GCSP",5,NA,101,"N","",1,"COUN_C1_T20_12"
"1872","COUN","C1","T20",12,2021,"7-Jun-21","GCTH",8,NA,101,"N","",1,"COUN_C1_T20_12"
"1873","COUN","C1","T20",7,2021,"7-Jun-21","AMRO",0,150,NA,"N","",1,"COUN_C1_T20_7"
"1874","COUN","C1","T20",7,2021,"7-Jun-21","OCWA",0,NA,1,"N","",1,"COUN_C1_T20_7"
"1875","COUN","C1","T20",7,2021,"7-Jun-21","GCTH",0,NA,1,"N","",1,"COUN_C1_T20_7"
"1876","COUN","C1","T20",7,2021,"7-Jun-21","FOSP",1,NA,101,"N","",1,"COUN_C1_T20_7"
"1877","COUN","C1","T20",7,2021,"7-Jun-21","GCTH",1,NA,1,"N","",1,"COUN_C1_T20_7"
"1878","COUN","C1","T20",7,2021,"7-Jun-21","WCSP",1,NA,1,"N","",1,"COUN_C1_T20_7"
"1879","COUN","C1","T20",7,2021,"7-Jun-21","GCTH",1,NA,1,"N","",1,"COUN_C1_T20_7"
"1880","COUN","C1","T20",7,2021,"7-Jun-21","CORE",2,NA,101,"Y","Y",1,"COUN_C1_T20_7"
"1881","COUN","C1","T20",7,2021,"7-Jun-21","WIWA",2,NA,1,"N","",1,"COUN_C1_T20_7"
"1882","COUN","C1","T20",7,2021,"7-Jun-21","FOSP",3,NA,1,"N","",1,"COUN_C1_T20_7"
"1883","COUN","C1","T20",7,2021,"7-Jun-21","CORE",3,NA,1,"Y","Y",1,"COUN_C1_T20_7"
"1884","COUN","C1","T20",7,2021,"7-Jun-21","SAVS",5,NA,1,"N","",1,"COUN_C1_T20_7"
"1885","COUN","C1","T20",7,2021,"7-Jun-21","WISN",7,300,NA,"N","",1,"COUN_C1_T20_7"
"1886","COUN","C1","T20",7,2021,"7-Jun-21","OCWA",8,NA,1,"N","",1,"COUN_C1_T20_7"
"1887","COUN","C1","T20",11,2021,"7-Jun-21","CORE",0,NA,1,"Y","Y",1,"COUN_C1_T20_11"
"1888","COUN","C1","T20",11,2021,"7-Jun-21","GCSP",0,NA,101,"N","",1,"COUN_C1_T20_11"
"1889","COUN","C1","T20",11,2021,"7-Jun-21","FOSP",0,NA,1,"N","",1,"COUN_C1_T20_11"
"1890","COUN","C1","T20",11,2021,"7-Jun-21","BLUE",1,NA,1,"N","",1,"COUN_C1_T20_11"
"1891","COUN","C1","T20",11,2021,"7-Jun-21","SAVS",1,NA,1,"N","",1,"COUN_C1_T20_11"
"1892","COUN","C1","T20",11,2021,"7-Jun-21","GCSP",1,NA,101,"N","",1,"COUN_C1_T20_11"
"1893","COUN","C1","T20",11,2021,"7-Jun-21","FOSP",1,NA,101,"N","",1,"COUN_C1_T20_11"
"1894","COUN","C1","T20",11,2021,"7-Jun-21","WIWA",1,NA,101,"N","",1,"COUN_C1_T20_11"
"1895","COUN","C1","T20",11,2021,"7-Jun-21","GCSP",1,NA,1,"N","",1,"COUN_C1_T20_11"
"1896","COUN","C1","T20",11,2021,"7-Jun-21","WISN",2,200,NA,"Y","Y",1,"COUN_C1_T20_11"
"1897","COUN","C1","T20",11,2021,"7-Jun-21","AMRO",3,150,NA,"N","",1,"COUN_C1_T20_11"
"1898","COUN","C1","T20",11,2021,"7-Jun-21","GCSP",3,NA,1,"N","",1,"COUN_C1_T20_11"
"1899","COUN","C1","T20",11,2021,"7-Jun-21","WISN",5,220,NA,"N","",1,"COUN_C1_T20_11"
"1900","COUN","C1","T20",11,2021,"7-Jun-21","CORE",8,NA,101,"Y","Y",1,"COUN_C1_T20_11"
"1901","COUN","C1","T20",6,2021,"7-Jun-21","SAVS",0,NA,1,"N","",1,"COUN_C1_T20_6"
"1902","COUN","C1","T20",6,2021,"7-Jun-21","WISN",0,80,NA,"N","",1,"COUN_C1_T20_6"
"1903","COUN","C1","T20",6,2021,"7-Jun-21","WISN",1,200,NA,"N","",1,"COUN_C1_T20_6"
"1904","COUN","C1","T20",6,2021,"7-Jun-21","GCTH",2,NA,101,"N","",1,"COUN_C1_T20_6"
"1905","COUN","C1","T20",6,2021,"7-Jun-21","CORE",4,NA,1,"Y","Y",3,"COUN_C1_T20_6"
"1906","COUN","C1","T20",10,2021,"7-Jun-21","WISN",0,88,NA,"N","",1,"COUN_C1_T20_10"
"1907","COUN","C1","T20",10,2021,"7-Jun-21","WISN",0,100,NA,"Y","Y",1,"COUN_C1_T20_10"
"1908","COUN","C1","T20",10,2021,"7-Jun-21","WISN",0,100,NA,"Y","Y",1,"COUN_C1_T20_10"
"1909","COUN","C1","T20",10,2021,"7-Jun-21","GCSP",1,NA,1,"N","",1,"COUN_C1_T20_10"
"1910","COUN","C1","T20",10,2021,"7-Jun-21","SAVS",2,NA,1,"N","",1,"COUN_C1_T20_10"
"1911","COUN","C1","T20",10,2021,"7-Jun-21","GCTH",2,NA,1,"N","",1,"COUN_C1_T20_10"
"1912","COUN","C1","T20",10,2021,"7-Jun-21","SAVS",2,NA,1,"N","",1,"COUN_C1_T20_10"
"1913","COUN","C1","T20",10,2021,"7-Jun-21","AMRO",3,150,NA,"N","",1,"COUN_C1_T20_10"
"1914","COUN","C1","T20",10,2021,"7-Jun-21","WHIM",5,220,NA,"N","",1,"COUN_C1_T20_10"
"1915","COUN","C1","T20",10,2021,"7-Jun-21","GCSP",5,NA,1,"N","",1,"COUN_C1_T20_10"
"1916","COUN","C1","T20",10,2021,"7-Jun-21","GCSP",5,NA,101,"N","",1,"COUN_C1_T20_10"
"1917","COUN","C1","T20",10,2021,"7-Jun-21","FOSP",5,NA,101,"N","",1,"COUN_C1_T20_10"
"1918","COUN","C1","T20",14,2021,"7-Jun-21","CORE",0,NA,1,"Y","Y",1,"COUN_C1_T20_14"
"1919","COUN","C1","T20",14,2021,"7-Jun-21","GCTH",0,NA,1,"N","",1,"COUN_C1_T20_14"
"1920","COUN","C1","T20",14,2021,"7-Jun-21","AMRO",0,100,NA,"N","",1,"COUN_C1_T20_14"
"1921","COUN","C1","T20",14,2021,"7-Jun-21","GCSP",1,NA,1,"N","",1,"COUN_C1_T20_14"
"1922","COUN","C1","T20",14,2021,"7-Jun-21","GCSP",2,NA,1,"N","",1,"COUN_C1_T20_14"
"1923","COUN","C1","T20",14,2021,"7-Jun-21","SAVS",3,NA,1,"N","",1,"COUN_C1_T20_14"
"1924","COUN","C1","T20",14,2021,"7-Jun-21","AMRO",7,150,NA,"Y","Y",1,"COUN_C1_T20_14"
"1925","COUN","C1","T20",14,2021,"7-Jun-21","WISN",8,120,NA,"N","",1,"COUN_C1_T20_14"
"1926","COUN","C1","T20",14,2021,"7-Jun-21","GCTH",8,NA,1,"N","",1,"COUN_C1_T20_14"
"1927","COUN","C1","T20",14,2021,"7-Jun-21","CORE",9,NA,1,"Y","Y",3,"COUN_C1_T20_14"
"1928","COUN","C1","T20",18,2021,"7-Jun-21","GCTH",0,NA,1,"N","",1,"COUN_C1_T20_18"
"1929","COUN","C1","T20",18,2021,"7-Jun-21","WIWA",0,NA,1,"N","",1,"COUN_C1_T20_18"
"1930","COUN","C1","T20",18,2021,"7-Jun-21","GCTH",0,NA,1,"N","",1,"COUN_C1_T20_18"
"1931","COUN","C1","T20",18,2021,"7-Jun-21","GCSP",0,NA,1,"N","",1,"COUN_C1_T20_18"
"1932","COUN","C1","T20",18,2021,"7-Jun-21","GCTH",0,NA,1,"N","",1,"COUN_C1_T20_18"
"1933","COUN","C1","T20",18,2021,"7-Jun-21","NOWA",0,NA,1,"N","",1,"COUN_C1_T20_18"
"1934","COUN","C1","T20",18,2021,"7-Jun-21","GCTH",1,NA,1,"N","",1,"COUN_C1_T20_18"
"1935","COUN","C1","T20",18,2021,"7-Jun-21","AMRO",1,55,NA,"N","",1,"COUN_C1_T20_18"
"1936","COUN","C1","T20",18,2021,"7-Jun-21","CORE",4,NA,1,"N","",1,"COUN_C1_T20_18"
"1937","COUN","C1","T20",18,2021,"7-Jun-21","WISN",5,50,NA,"N","",1,"COUN_C1_T20_18"
"1938","COUN","C1","T20",18,2021,"7-Jun-21","WISN",6,75,NA,"Y","Y",1,"COUN_C1_T20_18"
"1939","COUN","C1","T20",18,2021,"7-Jun-21","GCTH",8,NA,1,"N","",1,"COUN_C1_T20_18"
"1940","COUN","C1","T20",19,2021,"7-Jun-21","GCSP",0,NA,101,"N","",1,"COUN_C1_T20_19"
"1941","COUN","C1","T20",19,2021,"7-Jun-21","WISN",0,100,NA,"Y","Y",1,"COUN_C1_T20_19"
"1942","COUN","C1","T20",19,2021,"7-Jun-21","BLUE",1,NA,101,"N","",1,"COUN_C1_T20_19"
"1943","COUN","C1","T20",19,2021,"7-Jun-21","CORE",1,NA,101,"N","",1,"COUN_C1_T20_19"
"1944","COUN","C1","T20",19,2021,"7-Jun-21","SAVS",1,NA,101,"N","",1,"COUN_C1_T20_19"
"1945","COUN","C1","T20",19,2021,"7-Jun-21","AMRO",4,176,NA,"N","",1,"COUN_C1_T20_19"
"1946","COUN","C1","T20",19,2021,"7-Jun-21","GCSP",6,NA,101,"N","",1,"COUN_C1_T20_19"
"1947","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_12"
"1948","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_12"
"1949","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_12"
"1950","KOUG","K5","T17",12,2021,"9-Jun-21","WISN",0,225,NA,"N","",1,"KOUG_K5_T17_12"
"1951","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",1,NA,1,"N","",1,"KOUG_K5_T17_12"
"1952","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",1,NA,101,"N","",1,"KOUG_K5_T17_12"
"1953","KOUG","K5","T17",12,2021,"9-Jun-21","WIPT",1,300,NA,"N","",1,"KOUG_K5_T17_12"
"1954","KOUG","K5","T17",12,2021,"9-Jun-21","WISN",3,400,NA,"N","",1,"KOUG_K5_T17_12"
"1955","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",6,NA,101,"N","",1,"KOUG_K5_T17_12"
"1956","KOUG","K5","T17",12,2021,"9-Jun-21","GCSP",6,NA,101,"N","",1,"KOUG_K5_T17_12"
"1957","KOUG","K5","T17",9,2021,"9-Jun-21","OCWA",0,NA,1,"N","",1,"KOUG_K5_T17_9"
"1958","KOUG","K5","T17",9,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_9"
"1959","KOUG","K5","T17",9,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_9"
"1960","KOUG","K5","T17",9,2021,"9-Jun-21","SAVS",0,NA,1,"N","",1,"KOUG_K5_T17_9"
"1961","KOUG","K5","T17",9,2021,"9-Jun-21","SAVS",0,NA,1,"N","",1,"KOUG_K5_T17_9"
"1962","KOUG","K5","T17",9,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_9"
"1963","KOUG","K5","T17",9,2021,"9-Jun-21","GCSP",1,NA,101,"N","",1,"KOUG_K5_T17_9"
"1964","KOUG","K5","T17",9,2021,"9-Jun-21","BLUE",1,NA,1,"N","",1,"KOUG_K5_T17_9"
"1965","KOUG","K5","T17",9,2021,"9-Jun-21","WCSP",1,NA,1,"N","",1,"KOUG_K5_T17_9"
"1966","KOUG","K5","T17",9,2021,"9-Jun-21","WIPT",2,350,NA,"N","",1,"KOUG_K5_T17_9"
"1967","KOUG","K5","T17",9,2021,"9-Jun-21","NOWA",2,NA,101,"N","",1,"KOUG_K5_T17_9"
"1968","KOUG","K5","T17",9,2021,"9-Jun-21","FOSP",2,NA,101,"N","",1,"KOUG_K5_T17_9"
"1969","KOUG","K5","T17",9,2021,"9-Jun-21","WIWA",2,NA,1,"N","",1,"KOUG_K5_T17_9"
"1970","KOUG","K5","T17",9,2021,"9-Jun-21","GCTH",3,NA,1,"N","",1,"KOUG_K5_T17_9"
"1971","KOUG","K5","T17",9,2021,"9-Jun-21","GCTH",4,NA,101,"N","",1,"KOUG_K5_T17_9"
"1972","KOUG","K5","T17",9,2021,"9-Jun-21","AMRO",4,361,NA,"N","",1,"KOUG_K5_T17_9"
"1973","KOUG","K5","T17",9,2021,"9-Jun-21","OCWA",5,NA,1,"N","",1,"KOUG_K5_T17_9"
"1974","KOUG","K5","T17",9,2021,"9-Jun-21","NOWA",5,NA,101,"N","",1,"KOUG_K5_T17_9"
"1975","KOUG","K5","T17",9,2021,"9-Jun-21","ATSP",6,NA,1,"N","",1,"KOUG_K5_T17_9"
"1976","KOUG","K5","T17",9,2021,"9-Jun-21","WIPT",6,75,NA,"N","",1,"KOUG_K5_T17_9"
"1977","KOUG","K5","T17",9,2021,"9-Jun-21","WISN",6,300,NA,"N","",1,"KOUG_K5_T17_9"
"1978","KOUG","K5","T17",9,2021,"9-Jun-21","WISN",7,350,NA,"N","",1,"KOUG_K5_T17_9"
"1979","KOUG","K5","T17",9,2021,"9-Jun-21","GCSP",8,NA,1,"N","",1,"KOUG_K5_T17_9"
"1980","KOUG","K5","T17",9,2021,"9-Jun-21","FOSP",8,NA,101,"N","",1,"KOUG_K5_T17_9"
"1981","KOUG","K5","T17",9,2021,"9-Jun-21","ATSP",8,NA,101,"N","",1,"KOUG_K5_T17_9"
"1982","KOUG","K5","T17",13,2021,"9-Jun-21","FOSP",0,NA,101,"N","",1,"KOUG_K5_T17_13"
"1983","KOUG","K5","T17",13,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_13"
"1984","KOUG","K5","T17",13,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_13"
"1985","KOUG","K5","T17",13,2021,"9-Jun-21","NOWA",1,NA,101,"N","",1,"KOUG_K5_T17_13"
"1986","KOUG","K5","T17",13,2021,"9-Jun-21","AMPI",2,NA,101,"N","",1,"KOUG_K5_T17_13"
"1987","KOUG","K5","T17",13,2021,"9-Jun-21","AMPI",4,NA,1,"N","",1,"KOUG_K5_T17_13"
"1988","KOUG","K5","T17",13,2021,"9-Jun-21","WISN",5,400,NA,"N","",1,"KOUG_K5_T17_13"
"1989","KOUG","K5","T17",16,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_16"
"1990","KOUG","K5","T17",16,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_16"
"1991","KOUG","K5","T17",16,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_16"
"1992","KOUG","K5","T17",16,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_16"
"1993","KOUG","K5","T17",16,2021,"9-Jun-21","FOSP",0,NA,1,"N","",1,"KOUG_K5_T17_16"
"1994","KOUG","K5","T17",16,2021,"9-Jun-21","NOWA",1,NA,1,"N","",1,"KOUG_K5_T17_16"
"1995","KOUG","K5","T17",16,2021,"9-Jun-21","NOWA",1,NA,1,"N","",1,"KOUG_K5_T17_16"
"1996","KOUG","K5","T17",16,2021,"9-Jun-21","FOSP",1,NA,101,"N","",1,"KOUG_K5_T17_16"
"1997","KOUG","K5","T17",16,2021,"9-Jun-21","GCTH",1,NA,1,"N","",1,"KOUG_K5_T17_16"
"1998","KOUG","K5","T17",16,2021,"9-Jun-21","GCTH",2,NA,1,"N","",1,"KOUG_K5_T17_16"
"1999","KOUG","K5","T17",16,2021,"9-Jun-21","ARWA",3,NA,1,"N","",1,"KOUG_K5_T17_16"
"2000","KOUG","K5","T17",16,2021,"9-Jun-21","GCTH",3,NA,101,"N","",1,"KOUG_K5_T17_16"
"2001","KOUG","K5","T17",16,2021,"9-Jun-21","GCTH",4,NA,1,"N","",1,"KOUG_K5_T17_16"
"2002","KOUG","K5","T17",16,2021,"9-Jun-21","CORE",4,NA,1,"Y","Y",1,"KOUG_K5_T17_16"
"2003","KOUG","K5","T17",16,2021,"9-Jun-21","YEWA",6,NA,1,"N","",1,"KOUG_K5_T17_16"
"2004","KOUG","K5","T17",16,2021,"9-Jun-21","YEWA",6,NA,101,"N","",1,"KOUG_K5_T17_16"
"2005","KOUG","K5","T17",16,2021,"9-Jun-21","ATSP",6,NA,1,"N","",1,"KOUG_K5_T17_16"
"2006","KOUG","K5","T17",16,2021,"9-Jun-21","ROPT",6,400,NA,"N","",1,"KOUG_K5_T17_16"
"2007","KOUG","K5","T17",16,2021,"9-Jun-21","ATSP",7,NA,1,"N","",1,"KOUG_K5_T17_16"
"2008","KOUG","K5","T17",16,2021,"9-Jun-21","WIWA",7,NA,1,"N","",1,"KOUG_K5_T17_16"
"2009","KOUG","K5","T17",16,2021,"9-Jun-21","WATA",9,NA,101,"N","",1,"KOUG_K5_T17_16"
"2010","KOUG","K5","T17",18,2021,"9-Jun-21","AMPI",0,NA,1,"N","",1,"KOUG_K5_T17_18"
"2011","KOUG","K5","T17",18,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_18"
"2012","KOUG","K5","T17",18,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_18"
"2013","KOUG","K5","T17",18,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_18"
"2014","KOUG","K5","T17",18,2021,"9-Jun-21","AMPI",3,NA,1,"N","",1,"KOUG_K5_T17_18"
"2015","KOUG","K5","T17",18,2021,"9-Jun-21","CORE",3,NA,101,"Y","Y",1,"KOUG_K5_T17_18"
"2016","KOUG","K5","T17",21,2021,"9-Jun-21","SAVS",0,NA,1,"N","",1,"KOUG_K5_T17_21"
"2017","KOUG","K5","T17",21,2021,"9-Jun-21","WIWA",0,NA,1,"N","",1,"KOUG_K5_T17_21"
"2018","KOUG","K5","T17",21,2021,"9-Jun-21","ATSP",0,NA,1,"N","",1,"KOUG_K5_T17_21"
"2019","KOUG","K5","T17",21,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_21"
"2020","KOUG","K5","T17",21,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_21"
"2021","KOUG","K5","T17",21,2021,"9-Jun-21","GCSP",0,NA,1,"N","",1,"KOUG_K5_T17_21"
"2022","KOUG","K5","T17",21,2021,"9-Jun-21","AMRO",1,108,NA,"N","",1,"KOUG_K5_T17_21"
"2023","KOUG","K5","T17",21,2021,"9-Jun-21","WIWA",1,NA,1,"N","",1,"KOUG_K5_T17_21"
"2024","KOUG","K5","T17",21,2021,"9-Jun-21","ATSP",1,NA,101,"N","",1,"KOUG_K5_T17_21"
"2025","KOUG","K5","T17",21,2021,"9-Jun-21","GCSP",2,NA,101,"N","",1,"KOUG_K5_T17_21"
"2026","KOUG","K5","T17",21,2021,"9-Jun-21","GCSP",2,NA,101,"N","",1,"KOUG_K5_T17_21"
"2027","KOUG","K5","T17",21,2021,"9-Jun-21","FOSP",3,NA,1,"N","",1,"KOUG_K5_T17_21"
"2028","KOUG","K5","T17",21,2021,"9-Jun-21","GCTH",4,NA,1,"N","",1,"KOUG_K5_T17_21"
"2029","KOUG","K5","T17",21,2021,"9-Jun-21","GCTH",4,NA,1,"N","",1,"KOUG_K5_T17_21"
"2030","KOUG","K5","T17",21,2021,"9-Jun-21","WISN",5,400,NA,"N","",1,"KOUG_K5_T17_21"
"2031","KOUG","K5","T17",21,2021,"9-Jun-21","WISN",5,300,NA,"N","",1,"KOUG_K5_T17_21"
"2032","KOUG","K5","T17",24,2021,"9-Jun-21","SAVS",0,NA,101,"N","",1,"KOUG_K5_T17_24"
"2033","KOUG","K5","T17",24,2021,"9-Jun-21","AMPI",0,NA,1,"N","",2,"KOUG_K5_T17_24"
"2034","KOUG","K5","T17",24,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_24"
"2035","KOUG","K5","T17",24,2021,"9-Jun-21","GCSP",0,NA,101,"N","",1,"KOUG_K5_T17_24"
"2036","KOUG","K5","T17",24,2021,"9-Jun-21","AMRO",4,276,NA,"N","",1,"KOUG_K5_T17_24"
"2037","KOUG","K5","T17",24,2021,"9-Jun-21","PGPL",9,350,NA,"N","",2,"KOUG_K5_T17_24"
"2038","KOUG","K5","T17",25,2021,"9-Jun-21","SAVS",0,NA,1,"N","",1,"KOUG_K5_T17_25"
"2039","KOUG","K5","T17",25,2021,"9-Jun-21","LALO",0,NA,1,"N","",1,"KOUG_K5_T17_25"
"2040","KOUG","K5","T17",25,2021,"9-Jun-21","WISN",0,400,NA,"N","",1,"KOUG_K5_T17_25"
"2041","KOUG","K5","T17",25,2021,"9-Jun-21","AMPI",2,NA,1,"N","",1,"KOUG_K5_T17_25"
"2042","KOUG","K5","T17",25,2021,"9-Jun-21","AMPI",8,NA,101,"N","",1,"KOUG_K5_T17_25"
"2043","KOUG","K5","T17",25,2021,"9-Jun-21","SONG",8,NA,1,"N","",1,"KOUG_K5_T17_25"
"2044","KOUG","K5","T17",23,2021,"9-Jun-21","GCSP",0,NA,1,"N","",2,"KOUG_K5_T17_23"
"2045","KOUG","K5","T17",23,2021,"9-Jun-21","GCSP",0,NA,101,"N","",2,"KOUG_K5_T17_23"
"2046","KOUG","K5","T17",23,2021,"9-Jun-21","GCSP",1,NA,101,"N","",2,"KOUG_K5_T17_23"
"2047","KOUG","K5","T17",23,2021,"9-Jun-21","AMPI",2,NA,101,"N","",2,"KOUG_K5_T17_23"
"2048","KOUG","K5","T17",23,2021,"9-Jun-21","CORE",4,NA,1,"Y","Y",2,"KOUG_K5_T17_23"
"2049","KOUG","K5","T17",23,2021,"9-Jun-21","SURF",5,400,NA,"N","",2,"KOUG_K5_T17_23"
